station_Borgo Valsugana,station_Monte Gaza,station_Parco S. Chiara,station_Piana Rotaliana,station_Riva del Garda,station_Rovereto,station_Via Bolzano,monday,tuesday,wednesday,thursday,friday,saturday,sunday,elevation,day,PM10_1,NO2_1,AQI_1,power_area_50_1,PM10_2,NO2_2,AQI_2,power_area_50_2,temperature,precipitation,target
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,2,25.73913043478261,18.91304347826087,29.710144927536227,17.843233162783832,,,,,12.203260869565218,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,3,28.869565217391305,21.08695652173913,44.10434782608696,18.197335155890297,25.73913043478261,18.91304347826087,29.710144927536227,17.843233162783832,11.231521739130434,0.013043478260869568,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,4,23.652173913043477,18.82608695652174,33.80579710144927,17.47847537615935,28.869565217391305,21.08695652173913,44.10434782608696,18.197335155890297,10.796739130434784,0.12608695652173912,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,5,14.73913043478261,26.73913043478261,20.5,37.20039975444744,23.652173913043477,18.82608695652174,33.80579710144927,17.47847537615935,7.609782608695652,0.02826086956521739,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,6,17.0,25.91304347826087,24.77391304347826,37.421266267979355,14.73913043478261,26.73913043478261,20.5,37.20039975444744,9.641304347826088,0.0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,7,14.73913043478261,26.956521739130434,18.90942028985507,35.957377099386726,17.0,25.91304347826087,24.77391304347826,37.421266267979355,9.980434782608697,0.0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,8,26.08695652173913,27.26086956521739,32.81739130434782,37.3667606938135,14.73913043478261,26.956521739130434,18.90942028985507,35.957377099386726,8.371739130434783,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,9,34.0,25.217391304347824,48.800000000000004,36.440558176225096,26.08695652173913,27.26086956521739,32.81739130434782,37.3667606938135,9.639130434782608,0.017391304347826087,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,10,19.17391304347826,21.869565217391305,26.031159420289857,16.39111853526051,34.0,25.217391304347824,48.800000000000004,36.440558176225096,10.21195652173913,0.2434782608695652,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,11,8.956521739130435,14.826086956521738,13.195652173913043,18.65250752333307,19.17391304347826,21.869565217391305,26.031159420289857,16.39111853526051,6.825,0.0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,12,4.521739130434782,13.91304347826087,15.66304347826087,36.32641333400467,8.956521739130435,14.826086956521738,13.195652173913043,18.65250752333307,11.504347826086958,0.0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,13,22.142857142857142,34.857142857142854,33.28333333333333,37.41715803124518,4.521739130434782,13.91304347826087,15.66304347826087,36.32641333400467,7.877272727272728,0.0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,14,34.91304347826087,35.0,37.34202898550725,37.65381077196358,22.142857142857142,34.857142857142854,33.28333333333333,37.41715803124518,8.356521739130434,0.008695652173913044,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,15,27.681818181818183,28.0,42.059420289855076,37.6949005019226,34.91304347826087,35.0,37.34202898550725,37.65381077196358,7.575,0.07608695652173914,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,16,14.73913043478261,29.0,20.565217391304348,40.731174251503894,27.681818181818183,28.0,42.059420289855076,37.6949005019226,6.126086956521739,0.14347826086956522,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,17,22.043478260869566,22.782608695652176,35.17391304347826,21.003955442825657,14.73913043478261,29.0,20.565217391304348,40.731174251503894,6.939130434782609,0.0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,18,17.47826086956522,17.82608695652174,25.217391304347824,18.90811871094111,22.043478260869566,22.782608695652176,35.17391304347826,21.003955442825657,8.08695652173913,0.0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,19,20.391304347826086,23.782608695652176,28.26086956521739,37.62208137528542,17.47826086956522,17.82608695652174,25.217391304347824,18.90811871094111,7.689130434782609,0.0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,20,27.782608695652176,32.04347826086956,38.23478260869565,39.953714691997156,20.391304347826086,23.782608695652176,28.26086956521739,37.62208137528542,7.128260869565217,0.20434782608695654,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,21,17.391304347826086,31.0,24.615942028985504,39.95596297940617,27.782608695652176,32.04347826086956,38.23478260869565,39.953714691997156,8.009782608695652,0.04130434782608696,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,22,9.869565217391305,18.695652173913043,16.065217391304348,41.17396356933174,17.391304347826086,31.0,24.615942028985504,39.95596297940617,4.6706521739130435,0.10652173913043479,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,23,13.695652173913043,32.78260869565217,24.694202898550724,38.18277598412425,9.869565217391305,18.695652173913043,16.065217391304348,41.17396356933174,3.2271739130434782,0.02391304347826087,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,24,26.565217391304348,34.82608695652174,39.8304347826087,23.273428782798156,13.695652173913043,32.78260869565217,24.694202898550724,38.18277598412425,2.48804347826087,0.1565217391304348,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,25,20.73913043478261,22.52173913043478,30.54492753623188,18.806151071958908,26.565217391304348,34.82608695652174,39.8304347826087,23.273428782798156,5.28695652173913,0.03695652173913044,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,26,9.0,26.956521739130434,18.773913043478263,38.17054426566548,20.73913043478261,22.52173913043478,30.54492753623188,18.806151071958908,3.6934782608695653,0.0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,27,10.217391304347826,22.35,18.293478260869566,39.07011983555663,9.0,26.956521739130434,18.773913043478263,38.17054426566548,2.235869565217391,0.0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,28,20.347826086956523,40.869565217391305,28.112318840579707,39.98131040053226,10.217391304347826,22.35,18.293478260869566,39.07011983555663,0.7771739130434783,0.0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,29,39.69565217391305,45.30434782608695,48.69565217391305,40.81021783306116,20.347826086956523,40.869565217391305,28.112318840579707,39.98131040053226,-1.1217391304347826,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,30,43.08695652173913,45.08695652173913,54.33043478260869,38.59333037316212,39.69565217391305,45.30434782608695,48.69565217391305,40.81021783306116,-0.558695652173913,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,31,51.52173913043478,44.08695652173913,67.96521739130435,23.31383661373376,43.08695652173913,45.08695652173913,54.33043478260869,38.59333037316212,0.7608695652173914,0.0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,32,36.34782608695652,36.91304347826087,50.800000000000004,19.286925457367467,51.52173913043478,44.08695652173913,67.96521739130435,23.31383661373376,0.02499999999999996,0.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,33,45.391304347826086,53.08695652173913,52.30144927536232,39.49497980787761,36.34782608695652,36.91304347826087,50.800000000000004,19.286925457367467,0.5630434782608695,0.0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,34,45.26086956521739,52.69565217391305,53.49130434782609,41.40684853879599,45.391304347826086,53.08695652173913,52.30144927536232,39.49497980787761,0.4054347826086957,0.0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,35,47.91304347826087,59.82608695652174,50.95652173913044,42.40825966122472,45.26086956521739,52.69565217391305,53.49130434782609,41.40684853879599,1.1,0.0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,36,52.17391304347826,53.869565217391305,56.689855072463764,41.17311296683275,47.91304347826087,59.82608695652174,50.95652173913044,42.40825966122472,1.3456521739130434,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,37,33.08695652173913,42.69565217391305,45.85579710144928,40.95974831849329,52.17391304347826,53.869565217391305,56.689855072463764,41.17311296683275,4.192391304347826,0.0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,38,30.47826086956522,42.0,38.46666666666667,25.643524357531504,33.08695652173913,42.69565217391305,45.85579710144928,40.95974831849329,3.7054347826086955,0.0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,39,42.78260869565217,42.391304347826086,57.28695652173913,20.054605327823616,30.47826086956522,42.0,38.46666666666667,25.643524357531504,-1.0543478260869565,0.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,40,50.285714285714285,50.1,61.58095238095238,40.56319479293805,42.78260869565217,42.391304347826086,57.28695652173913,20.054605327823616,-0.5619047619047619,0.0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,41,56.608695652173914,53.69565217391305,67.51884057971014,41.50971689468782,50.285714285714285,50.1,61.58095238095238,40.56319479293805,2.1293478260869567,0.0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,42,47.130434782608695,49.0,65.77391304347826,42.08876689076613,56.608695652173914,53.69565217391305,67.51884057971014,41.50971689468782,1.55,0.0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,43,44.73913043478261,46.21739130434783,61.4,40.34711216615224,47.130434782608695,49.0,65.77391304347826,42.08876689076613,1.075,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,44,41.52173913043478,49.69565217391305,56.9304347826087,40.60463067231553,44.73913043478261,46.21739130434783,61.4,40.34711216615224,1.157608695652174,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,45,38.391304347826086,43.78260869565217,54.834782608695654,23.24535861616113,41.52173913043478,49.69565217391305,56.9304347826087,40.60463067231553,1.091304347826087,0.0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,46,39.34782608695652,42.91304347826087,59.75652173913044,20.657307941956976,38.391304347826086,43.78260869565217,54.834782608695654,23.24535861616113,2.4619565217391304,0.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,47,42.30434782608695,54.78260869565217,52.96811594202899,39.49552991907836,39.34782608695652,42.91304347826087,59.75652173913044,20.657307941956976,1.0695652173913044,0.0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,48,47.34782608695652,53.608695652173914,59.63478260869565,40.84083310815513,42.30434782608695,54.78260869565217,52.96811594202899,39.49552991907836,0.5608695652173913,0.0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,49,51.869565217391305,54.47826086956522,63.356521739130436,28.21327840078607,47.34782608695652,53.608695652173914,59.63478260869565,40.84083310815513,-0.03586956521739129,0.0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,50,65.43478260869566,52.73913043478261,76.38260869565217,38.931187522497986,51.869565217391305,54.47826086956522,63.356521739130436,28.21327840078607,-0.6032608695652174,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,51,67.95652173913044,50.869565217391305,85.70434782608696,28.961274545601533,65.43478260869566,52.73913043478261,76.38260869565217,38.931187522497986,2.3347826086956522,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,52,66.65217391304348,36.08695652173913,82.15652173913043,26.77084744534785,67.95652173913044,50.869565217391305,85.70434782608696,28.961274545601533,4.2423913043478265,0.0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,53,68.08695652173913,28.652173913043477,83.58260869565218,23.45422081972269,66.65217391304348,36.08695652173913,82.15652173913043,26.77084744534785,4.511956521739131,0.002173913043478261,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,54,64.26086956521739,32.69565217391305,82.4695652173913,30.151842446513484,68.08695652173913,28.652173913043477,83.58260869565218,23.45422081972269,5.885869565217392,0.0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,410,55,53.130434782608695,30.82608695652174,70.15652173913043,25.757481986115394,64.26086956521739,32.69565217391305,82.4695652173913,30.151842446513484,5.632608695652174,0.017391304347826087,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,410,56,22.26086956521739,22.043478260869566,32.417391304347824,22.00605210569486,53.130434782608695,30.82608695652174,70.15652173913043,25.757481986115394,6.566304347826088,0.23695652173913045,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,410,57,8.434782608695652,19.695652173913043,13.478260869565217,22.50453501027771,22.26086956521739,22.043478260869566,32.417391304347824,22.00605210569486,4.967391304347826,0.8826086956521739,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,410,58,22.73913043478261,36.17391304347826,36.88695652173913,25.497939969442033,8.434782608695652,19.695652173913043,13.478260869565217,22.50453501027771,3.365217391304348,0.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,410,59,30.73913043478261,25.434782608695652,46.626086956521746,24.612335702877953,22.73913043478261,36.17391304347826,36.88695652173913,25.497939969442033,1.0847826086956522,0.0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,410,60,23.82608695652174,27.608695652173914,38.99130434782609,22.838946335287286,30.73913043478261,25.434782608695652,46.626086956521746,24.612335702877953,4.818478260869566,0.021739130434782608,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,410,61,23.956521739130434,37.0,34.165217391304346,25.40367412833717,23.82608695652174,27.608695652173914,38.99130434782609,22.838946335287286,1.7206521739130434,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,2,,6.086956521739131,10.815217391304348,0.03942342717188887,,,,,12.88695652173913,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,252,3,,4.130434782608695,14.945652173913043,0.0430339648611448,,6.086956521739131,10.815217391304348,0.03942342717188887,13.017391304347825,0.0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,252,4,4.869565217391305,3.5217391304347827,18.253623188405797,0.0419368878228483,,4.130434782608695,14.945652173913043,0.0430339648611448,13.504347826086958,0.07173913043478261,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,5,2.347826086956522,2.652173913043478,18.847826086956523,0.04317666561412027,4.869565217391305,3.5217391304347827,18.253623188405797,0.0419368878228483,10.382608695652175,0.034782608695652174,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,252,6,1.1111111111111112,4.695652173913044,14.076086956521738,0.03702584823091243,2.347826086956522,2.652173913043478,18.847826086956523,0.04317666561412027,12.229347826086956,0.0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,252,7,1.2777777777777777,4.478260869565218,15.271739130434783,0.03602643516719288,1.1111111111111112,4.695652173913044,14.076086956521738,0.03702584823091243,12.743478260869566,0.0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,252,8,4.0,6.173913043478261,15.695652173913043,0.03585337225730705,1.2777777777777777,4.478260869565218,15.271739130434783,0.03602643516719288,12.054347826086957,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,9,9.695652173913043,8.130434782608695,14.492753623188404,0.043446380657436584,4.0,6.173913043478261,15.695652173913043,0.03585337225730705,12.680434782608694,0.002173913043478261,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,252,13,1.65,4.611111111111111,14.05,0.04572160141992546,9.695652173913043,8.130434782608695,14.492753623188404,0.043446380657436584,11.635,0.32249999999999995,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,252,14,3.6666666666666665,3.3333333333333335,17.708333333333332,0.05875426792364987,1.65,4.611111111111111,14.05,0.04572160141992546,10.237499999999999,0.0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,252,15,9.842105263157896,7.217391304347826,13.818840579710145,0.043082544004534,3.6666666666666665,3.3333333333333335,17.708333333333332,0.05875426792364987,10.141304347826088,0.11521739130434783,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,16,0.8695652173913043,3.347826086956522,12.83695652173913,0.04648105402396562,9.842105263157896,7.217391304347826,13.818840579710145,0.043082544004534,8.363043478260868,0.05652173913043478,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,252,17,2.5217391304347827,1.826086956521739,16.0,0.040169318273823945,0.8695652173913043,3.347826086956522,12.83695652173913,0.04648105402396562,9.707608695652175,0.0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,252,18,11.869565217391305,2.260869565217391,17.93840579710145,0.04453232531778799,2.5217391304347827,1.826086956521739,16.0,0.040169318273823945,10.451086956521738,0.0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,19,2.608695652173913,1.5217391304347827,13.532608695652174,0.04479816067524892,11.869565217391305,2.260869565217391,17.93840579710145,0.04453232531778799,9.810869565217391,0.0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,252,20,1.2608695652173914,1.3478260869565217,18.608695652173914,0.0446800867743502,2.608695652173913,1.5217391304347827,13.532608695652174,0.04479816067524892,10.158695652173913,0.03695652173913044,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,252,21,5.304347826086956,2.6956521739130435,19.36231884057971,0.043055218079507664,1.2608695652173914,1.3478260869565217,18.608695652173914,0.0446800867743502,9.2,0.14565217391304347,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,252,22,1.0,3.130434782608696,17.52173913043478,0.04529845761476799,5.304347826086956,2.6956521739130435,19.36231884057971,0.043055218079507664,6.3489130434782615,0.16521739130434782,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,23,2.260869565217391,1.6956521739130435,21.184782608695652,0.04715610072058938,1.0,3.130434782608696,17.52173913043478,0.04529845761476799,5.000724637681159,0.08550724637681159,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,252,24,4.0,2.9130434782608696,18.97826086956522,0.04975457434620674,2.260869565217391,1.6956521739130435,21.184782608695652,0.04715610072058938,8.056521739130435,0.0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,252,25,2.260869565217391,4.478260869565218,13.217391304347826,0.04562586035543677,4.0,2.9130434782608696,18.97826086956522,0.04975457434620674,9.863043478260868,0.0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,26,1.8695652173913044,1.826086956521739,18.902173913043477,0.04041221354546186,2.260869565217391,4.478260869565218,13.217391304347826,0.04562586035543677,7.6521739130434785,0.0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,252,27,2.8260869565217392,3.130434782608696,19.532608695652176,0.03904086719698805,1.8695652173913044,1.826086956521739,18.902173913043477,0.04041221354546186,4.646739130434782,0.0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,252,28,4.260869565217392,3.260869565217391,17.91304347826087,0.056259614444174516,2.8260869565217392,3.130434782608696,19.532608695652176,0.03904086719698805,3.2967391304347826,0.0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,252,29,3.869565217391304,3.347826086956522,18.847826086956523,0.04215043320378912,4.260869565217392,3.260869565217391,17.91304347826087,0.056259614444174516,2.61304347826087,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,30,4.6521739130434785,5.130434782608695,20.98913043478261,0.041840235648935256,3.869565217391304,3.347826086956522,18.847826086956523,0.04215043320378912,3.7902173913043478,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,252,31,7.0,8.391304347826088,16.847826086956523,0.04811401939114236,4.6521739130434785,5.130434782608695,20.98913043478261,0.041840235648935256,3.914130434782609,0.0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,252,32,2.347826086956522,1.391304347826087,23.630434782608695,0.041861994980163506,7.0,8.391304347826088,16.847826086956523,0.04811401939114236,6.822826086956522,0.0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,33,2.260869565217391,0.6521739130434783,25.91304347826087,0.041800765221439516,2.347826086956522,1.391304347826087,23.630434782608695,0.041861994980163506,6.634782608695652,0.0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,252,34,1.9565217391304348,0.6956521739130435,23.717391304347824,0.041702932292931705,2.260869565217391,0.6521739130434783,25.91304347826087,0.041800765221439516,5.607608695652174,0.0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,252,35,2.0869565217391304,0.9130434782608695,23.217391304347824,0.04204770854586668,1.9565217391304348,0.6956521739130435,23.717391304347824,0.041702932292931705,8.828260869565218,0.0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,252,36,4.0,2.9130434782608696,23.445652173913043,0.042195469941705074,2.0869565217391304,0.9130434782608695,23.217391304347824,0.04204770854586668,8.315217391304348,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,37,3.5217391304347827,5.695652173913044,21.793478260869566,0.04245708831268718,4.0,2.9130434782608696,23.445652173913043,0.042195469941705074,6.327173913043478,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,252,38,2.782608695652174,2.260869565217391,24.630434782608695,0.0447696541980406,3.5217391304347827,5.695652173913044,21.793478260869566,0.04245708831268718,6.123913043478261,0.0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,252,39,2.130434782608696,1.1304347826086956,22.858695652173914,0.04391952070682531,2.782608695652174,2.260869565217391,24.630434782608695,0.0447696541980406,3.7695652173913046,0.0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,40,1.7826086956521738,0.6521739130434783,24.347826086956523,0.04537891666666662,2.130434782608696,1.1304347826086956,22.858695652173914,0.04391952070682531,5.7239130434782615,0.0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,252,41,2.3043478260869565,1.9130434782608696,22.01086956521739,0.04056048109464816,1.7826086956521738,0.6521739130434783,24.347826086956523,0.04537891666666662,6.014130434782608,0.0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,252,42,3.652173913043478,3.0434782608695654,20.206521739130434,0.04220845814104117,2.3043478260869565,1.9130434782608696,22.01086956521739,0.04056048109464816,5.790217391304348,0.0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,252,43,2.8260869565217392,1.6956521739130435,23.08695652173913,0.042136770241275955,3.652173913043478,3.0434782608695654,20.206521739130434,0.04220845814104117,6.576086956521739,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,252,44,2.260869565217391,1.0434782608695652,24.543478260869566,0.042347785401991696,2.8260869565217392,1.6956521739130435,23.08695652173913,0.042136770241275955,8.658695652173913,0.0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,252,45,2.739130434782609,1.8695652173913044,22.532608695652176,0.04493209062019265,2.260869565217391,1.0434782608695652,24.543478260869566,0.042347785401991696,7.4010869565217385,0.0,1
